manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,35160,Crew Cab Pickup,Frontier,2017,261,4,Generic,Compact,21,15,2009
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,32260,Sedan,300,2016,292,4,Generic,Large,31,19,1013
Mazda,MANUAL,regular unleaded,4,front wheel drive,25445,4dr Hatchback,3,2016,184,4,Hatchback,Compact,35,26,586
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,50750,Convertible,4 Series,2015,240,2,Luxury,Midsize,33,21,3916
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,45750,4dr SUV,XC60,2016,302,4,Crossover,Midsize,29,22,870
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,20150,4dr SUV,Rogue Select,2015,170,4,Crossover,Midsize,28,23,2009
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,20000,4dr SUV,500X,2016,160,4,Crossover,Compact,34,25,819
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,23395,Wagon,500L,2016,160,4,Generic,Compact,33,25,819
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,50150,Sedan,3 Series,2015,335,4,Luxury,Midsize,33,25,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,23595,4dr SUV,CX-5,2016,184,4,Crossover,Midsize,33,26,586
Mitsubishi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,38995,Sedan,Lancer Evolution,2015,291,4,Factory Tuner,Compact,22,17,436
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,35650,Sedan,S60,2016,250,4,Luxury,Midsize,29,20,870
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22900,Sedan,Altima,2017,179,4,Generic,Midsize,39,27,2009
BMW,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,42150,Coupe,4 Series,2017,248,2,Luxury,Midsize,34,23,3916
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,198190,Convertible,California,2014,483,2,Exotic,Compact,19,13,2774
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,34950,Sedan,3 Series,2015,180,4,Luxury,Midsize,35,23,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,160900,Coupe,S-Class,2015,577,2,Factory Tuner,Large,23,15,617
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,24195,4dr SUV,Outlander Sport,2015,148,4,Crossover,Compact,30,24,436
BMW,AUTOMATIC,premium unleaded (recommended),6,rear wheel drive,48300,Sedan,4 Series Gran Coupe,2017,320,4,Luxury,Midsize,32,21,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,20410,Sedan,Sentra,2016,130,4,Generic,Midsize,38,29,2009
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,94200,Sedan,6 Series Gran Coupe,2017,445,4,Luxury,Large,24,15,3916
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,44895,Sedan,300,2015,292,4,Generic,Large,27,18,1013
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,35100,4dr SUV,X1,2017,228,4,Crossover,Compact,31,22,3916
Alfa Romeo,AUTOMATED_MANUAL,premium unleaded (required),4,rear wheel drive,65900,Convertible,4C,2016,237,2,Luxury,Compact,34,24,113
Nissan,MANUAL,regular unleaded,4,rear wheel drive,22860,Extended Cab Pickup,Frontier,2017,152,4,Generic,Compact,23,19,2009
Nissan,MANUAL,regular unleaded,4,front wheel drive,16990,Sedan,Sentra,2017,130,4,Generic,Midsize,35,27,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,18595,Sedan,Lancer,2016,148,4,Generic,Compact,35,27,436
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,51700,Coupe,M2,2017,365,2,Factory Tuner,Compact,26,18,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,26595,4dr Hatchback,3,2015,184,4,Hatchback,Compact,37,27,586
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,60100,Sedan,A6,2015,310,4,Luxury,Midsize,27,18,3105
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,36800,Sedan,S60,2017,240,4,Luxury,Midsize,36,25,870
Nissan,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,21990,Sedan,Sentra,2017,188,4,Generic,Midsize,33,27,2009
Mitsubishi,MANUAL,premium unleaded (required),4,all wheel drive,34495,Sedan,Lancer Evolution,2015,291,4,Factory Tuner,Compact,23,17,436
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,23750,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,22,16,2009
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,56950,Convertible,4 Series,2016,300,2,Luxury,Midsize,31,20,3916
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,49450,Wagon,V60,2016,302,4,Luxury,Midsize,31,22,870
Mazda,MANUAL,regular unleaded,4,front wheel drive,14720,4dr Hatchback,2,2013,100,4,Hatchback,Compact,35,29,586
Mitsubishi,MANUAL,regular unleaded,4,front wheel drive,17795,Sedan,Lancer,2017,148,4,Generic,Compact,33,24,436
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,42700,Wagon,allroad,2016,220,4,Luxury,Midsize,28,21,3105
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,23795,Sedan,3,2015,155,4,Generic,Compact,41,30,586
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,42870,Passenger Minivan,Quest,2014,260,4,Generic,Compact,25,19,2009
Nissan,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,149990,Coupe,GT-R,2016,600,2,Factory Tuner,Midsize,22,16,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,23040,4dr SUV,Rogue,2015,170,4,Crossover,Midsize,33,26,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,29830,4dr SUV,Pathfinder,2016,260,4,Crossover,Large,27,20,2009
BMW,AUTOMATIC,diesel,6,all wheel drive,57700,4dr SUV,X5,2015,255,4,Crossover,Midsize,31,24,3916
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,56950,Convertible,Z4,2014,300,2,Luxury,Compact,26,19,3916
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,37970,Coupe,370Z,2015,332,2,High-Performance,Compact,26,18,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17980,4dr Hatchback,Versa Note,2017,109,4,Hatchback,Compact,39,31,2009
Alfa Romeo,AUTOMATED_MANUAL,premium unleaded (required),4,rear wheel drive,55900,Coupe,4C,2016,237,2,Luxury,Compact,34,24,113
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,16380,4dr Hatchback,Versa Note,2016,109,4,Hatchback,Compact,40,31,2009
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,24520,Extended Cab Pickup,Frontier,2016,261,4,Generic,Compact,22,16,2009
Mitsubishi,AUTOMATIC,regular unleaded,3,front wheel drive,15995,4dr Hatchback,Mirage,2017,78,4,Hatchback,Compact,43,37,436
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,44900,4dr SUV,Armada,2017,390,4,Generic,Large,19,14,2009
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,47700,4dr SUV,Q7,2014,280,4,Crossover,Large,22,16,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,rear wheel drive,68925,Convertible,SLK-Class,2014,415,2,Factory Tuner,Compact,28,19,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,93850,4dr SUV,GLS-Class,2017,449,4,Crossover,Large,18,14,617
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,24195,4dr SUV,CX-5,2015,155,4,Crossover,Midsize,31,25,586
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,43400,Sedan,S60,2016,250,4,Luxury,Midsize,29,20,870
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,17050,4dr Hatchback,2,2013,100,4,Hatchback,Compact,34,28,586
BMW,AUTOMATIC,premium unleaded (recommended),6,all wheel drive,46450,Coupe,2 Series,2017,335,2,Factory Tuner,Compact,31,21,3916
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,40850,Convertible,A3,2017,186,2,Luxury,Compact,34,25,3105
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,47200,4dr SUV,XC60,2015,325,4,Crossover,Midsize,24,17,870
Mitsubishi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,38195,Sedan,Lancer Evolution,2014,291,4,Factory Tuner,Compact,22,17,436
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,front wheel drive,32400,Sedan,CLA-Class,2017,208,4,Luxury,Midsize,38,26,617
BMW,AUTOMATIC,diesel,4,all wheel drive,42450,4dr SUV,X3,2016,180,4,Crossover,Midsize,34,27,3916
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,49650,4dr SUV,Armada,2017,390,4,Generic,Large,19,14,2009
Nissan,MANUAL,regular unleaded,6,rear wheel drive,23900,Crew Cab Pickup,Frontier,2017,261,4,Generic,Compact,22,16,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,66900,Sedan,CLS-Class,2016,329,4,Luxury,Midsize,30,20,617
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,43900,4dr SUV,XC60,2015,240,4,Crossover,Midsize,31,24,870
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,22940,4dr SUV,Xterra,2013,261,4,Generic,Midsize,22,16,2009
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,26905,Convertible,MX-5 Miata,2015,167,2,Performance,Compact,28,21,586
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,43290,Coupe,370Z,2017,350,2,Factory Tuner,Compact,26,19,2009
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,44850,Wagon,V60 Cross Country,2016,250,4,Crossover,Midsize,28,20,870
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,24630,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,22,16,2009
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,41820,Convertible,370Z,2017,332,2,High-Performance,Compact,25,18,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,23950,Sedan,200,2015,184,4,Flex Fuel,Midsize,36,23,1013
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,72900,4dr SUV,X6,2015,445,4,Crossover,Midsize,22,15,3916
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,39270,Coupe,370Z,2015,332,2,High-Performance,Compact,26,19,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,18495,4dr Hatchback,Lancer Sportback,2013,148,4,Hatchback,Compact,32,24,436
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,224650,Sedan,S-Class,2016,621,4,Factory Tuner,Large,20,13,617
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,38100,4dr SUV,Pathfinder,2016,260,4,Crossover,Large,26,19,2009
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,37200,Convertible,1 Series,2013,230,2,Luxury,Compact,28,19,3916
Mercedes-Benz,MANUAL,premium unleaded (required),4,rear wheel drive,43950,Convertible,SLK-Class,2015,201,2,Luxury,Compact,32,22,617
Mazda,MANUAL,regular unleaded,4,front wheel drive,21945,Sedan,6,2017,184,4,Generic,Midsize,34,24,586
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,49800,4dr SUV,XC90,2016,316,4,Crossover,Large,25,20,870
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,27990,Sedan,Altima,2016,270,4,Performance,Midsize,32,22,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,15430,4dr Hatchback,Versa Note,2015,109,4,Hatchback,Compact,40,31,2009
Nissan,AUTOMATIC,premium unleaded (recommended),6,front wheel drive,40040,Sedan,Maxima,2017,300,4,High-Performance,Midsize,30,21,2009
BMW,AUTOMATIC,diesel,4,rear wheel drive,39850,Sedan,3 Series,2016,180,4,Diesel,Midsize,42,32,3916
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,31270,Convertible,MX-5 Miata,2016,155,2,Performance,Compact,36,27,586
Mazda,MANUAL,regular unleaded,4,front wheel drive,21395,4dr SUV,CX-5,2014,155,4,Crossover,Midsize,35,26,586
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,68600,Sedan,5 Series,2016,443,4,Luxury,Large,25,16,3916
Mercedes-Benz,AUTOMATIC,diesel,4,rear wheel drive,52650,Sedan,E-Class,2016,195,4,Diesel,Midsize,42,28,617
FIAT,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,17485,Convertible,500,2017,101,2,Generic,Compact,33,27,819
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,57590,4dr SUV,Armada,2017,390,4,Generic,Large,19,14,2009
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,34760,Crew Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,17,12,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,53350,Coupe,E-Class,2015,329,2,Luxury,Midsize,29,20,617
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,27550,Convertible,MX-5 Miata,2015,167,2,Performance,Compact,28,21,586
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,120000,Convertible,M6,2017,560,2,Factory Tuner,Midsize,22,15,3916
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,31500,Coupe,1 Series,2013,230,2,Luxury,Compact,28,19,3916
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,47050,4dr SUV,XC60,2016,300,4,Crossover,Midsize,23,17,870
Audi,AUTOMATIC,premium unleaded (required),4,front wheel drive,42900,Sedan,A4,2015,220,4,Luxury,Midsize,32,24,3105
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,87300,Sedan,7 Series,2015,445,4,Luxury,Large,25,17,3916
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,22495,2dr Hatchback,500,2015,160,2,Hatchback,Compact,34,28,819
Mercedes-Benz,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,41150,4dr SUV,GLC-Class,2017,241,4,Crossover,Midsize,28,21,617
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,47950,Sedan,4 Series Gran Coupe,2016,300,4,Luxury,Midsize,31,20,3916
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,27795,Sedan,200,2016,184,4,Flex Fuel,Midsize,36,23,1013
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,27990,Sedan,Altima,2017,270,4,Performance,Midsize,32,22,2009
FIAT,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,15990,2dr Hatchback,500,2017,101,2,Hatchback,Compact,33,27,819
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,43450,Sedan,S80,2016,240,4,Luxury,Midsize,37,25,870
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,37450,Wagon,V60,2015,250,4,Luxury,Midsize,29,20,870
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,39000,4dr SUV,Murano,2015,260,4,Crossover,Midsize,28,21,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,54500,4dr SUV,GLE-Class,2017,302,4,Crossover,Midsize,22,18,617
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,87400,Coupe,6 Series,2015,445,2,Luxury,Midsize,25,17,3916
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,34400,Sedan,CLA-Class,2017,208,4,Luxury,Midsize,32,23,617
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,32810,4dr SUV,Pathfinder,2015,260,4,Crossover,Large,27,20,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,69400,Sedan,CLS-Class,2016,329,4,Luxury,Midsize,26,19,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,57050,Coupe,E-Class,2017,329,2,Luxury,Midsize,28,20,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,176400,Convertible,S-Class,2017,577,2,Factory Tuner,Large,22,14,617
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,34790,Extended Cab Pickup,Titan,2015,317,4,Flex Fuel,Large,17,12,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,25695,4dr SUV,Outlander Sport,2017,168,4,Crossover,Compact,27,22,436
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,42690,Sedan,300,2016,292,4,Performance,Large,31,19,1013
FIAT,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,24795,Wagon,500L,2016,160,4,Generic,Compact,30,22,819
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,21880,Wagon,500L,2016,160,4,Generic,Compact,33,25,819
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,20345,Convertible,500,2015,101,2,Generic,Compact,34,28,819
Mercedes-Benz,AUTOMATIC,diesel,6,all wheel drive,63600,4dr SUV,GL-Class,2016,240,4,Crossover,Large,26,19,617
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,17995,Sedan,3,2015,155,4,Generic,Compact,41,30,586
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,78000,Sedan,7 Series,2015,315,4,Luxury,Large,29,19,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,22495,4dr SUV,Outlander Sport,2016,168,4,Crossover,Compact,28,23,436
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),6,front wheel drive,41995,Passenger Minivan,Town and Country,2014,283,4,Flex Fuel,Midsize,25,17,1013
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,57400,Sedan,A6,2016,333,4,Luxury,Midsize,30,20,3105
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,31790,Extended Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,18,13,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,16380,4dr Hatchback,Versa Note,2017,109,4,Hatchback,Compact,39,31,2009
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,34870,Coupe,370Z,2015,332,2,High-Performance,Compact,26,19,2009
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,97400,Sedan,7 Series,2016,445,4,Luxury,Large,25,16,3916
Nissan,MANUAL,regular unleaded,6,four wheel drive,28910,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,21,16,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,49800,Sedan,S4,2015,333,4,Factory Tuner,Midsize,28,18,3105
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,41100,Sedan,S3,2015,292,4,Factory Tuner,Compact,31,23,3105
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,45950,4dr SUV,XC90,2016,250,4,Crossover,Large,25,22,870
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,21210,4dr SUV,CX-3,2017,146,4,Crossover,Compact,32,27,586
BMW,AUTOMATIC,premium unleaded (recommended),6,rear wheel drive,44450,Coupe,2 Series,2017,335,2,Factory Tuner,Compact,32,21,3916
Audi,AUTOMATIC,premium unleaded (required),8,all wheel drive,108900,Sedan,RS 7,2016,560,4,Factory Tuner,Large,25,15,3105
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,37600,Convertible,A3,2017,186,2,Luxury,Compact,34,25,3105
Audi,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,40700,4dr SUV,Q3,2016,200,4,Crossover,Compact,28,20,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,64850,Sedan,E-Class,2015,329,4,Luxury,Midsize,28,20,617
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,24490,4dr SUV,Rogue,2015,170,4,Crossover,Midsize,33,26,2009
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,43700,Sedan,S60,2016,250,4,Luxury,Midsize,28,20,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,46000,4dr SUV,Q5,2016,272,4,Crossover,Midsize,26,18,3105
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,38170,Extended Cab Pickup,Titan,2015,317,4,Flex Fuel,Large,17,12,2009
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,26220,Passenger Minivan,Quest,2014,260,4,Generic,Compact,25,19,2009
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,60600,4dr SUV,X6,2016,300,4,Crossover,Midsize,25,18,3916
BMW,AUTOMATIC,diesel,4,all wheel drive,41000,Sedan,3 Series,2015,180,4,Diesel,Midsize,43,31,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,all wheel drive,24995,4dr SUV,Outlander,2016,166,4,Crossover,Midsize,31,25,436
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,77600,Coupe,6 Series,2017,315,2,Luxury,Midsize,30,21,3916
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,51050,4dr SUV,XC60,2015,325,4,Crossover,Midsize,24,17,870
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,22695,4dr SUV,Outlander Sport,2016,168,4,Crossover,Compact,27,22,436
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,257412,Convertible,458 Italia,2013,562,2,Exotic,Compact,17,13,2774
BMW,MANUAL,premium unleaded (required),4,rear wheel drive,49700,Convertible,Z4,2016,240,2,Luxury,Compact,34,22,3916
Audi,AUTOMATIC,premium unleaded (required),8,all wheel drive,91500,Sedan,A8,2017,450,4,Luxury,Large,29,18,3105
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,21995,Sedan,200,2015,184,4,Flex Fuel,Midsize,36,23,1013
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,42680,4dr SUV,Armada,2014,317,4,Flex Fuel,Large,19,13,2009
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,94000,Sedan,7 Series,2015,445,4,Luxury,Large,24,16,3916
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,41700,Wagon,V60 Cross Country,2017,240,4,Crossover,Midsize,30,22,870
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,33570,Coupe,370Z,2016,332,2,High-Performance,Compact,26,18,2009
BMW,MANUAL,premium unleaded (required),4,rear wheel drive,32850,Coupe,2 Series,2016,240,2,Luxury,Compact,34,22,3916
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,49580,4dr SUV,GLA-Class,2016,375,4,Crossover,Compact,29,22,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,49950,Sedan,CLA-Class,2017,375,4,Factory Tuner,Midsize,30,23,617
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,47800,Sedan,4 Series Gran Coupe,2015,300,4,Luxury,Midsize,31,20,3916
Nissan,MANUAL,premium unleaded (recommended),4,front wheel drive,21990,Sedan,Sentra,2017,188,4,Generic,Midsize,32,26,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,40550,Wagon,XC70,2016,240,4,Crossover,Midsize,31,23,870
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,32850,Coupe,2 Series,2016,240,2,Luxury,Compact,35,23,3916
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,22100,4dr Hatchback,Juke,2015,188,4,Crossover,Compact,31,26,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,18860,Wagon,Cube,2013,122,4,Generic,Compact,31,27,2009
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,80600,Coupe,6 Series,2017,315,2,Luxury,Midsize,28,19,3916
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,37590,4dr SUV,Armada,2014,317,4,Flex Fuel,Large,19,13,2009
BMW,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,44150,Coupe,4 Series,2017,248,2,Luxury,Midsize,33,23,3916
